[0.13501016 0.12577773 0.12031404]
[0.20577961 0.14728955 0.09800458]
         3511931 function calls (3446126 primitive calls) in 8.431 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 symbolic.py:157(Expr)
        2    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
        1    0.000    0.000    0.000    0.000 transforms.py:1882(Affine2D)
        1    0.000    0.000    0.000    0.000 _base.py:528(BaseExcelReader)
        1    0.000    0.000    0.000    0.000 numeric.py:252(NumericArray)
        1    0.000    0.000    0.000    0.000 widgets.py:3737(PolygonSelector)
        4    0.000    0.000    0.000    0.000 collections.py:222(get_offset_transform)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:491(FigureManagerTk)
        4    0.000    0.000    0.000    0.000 __init__.py:334(__len__)
       58    0.000    0.000    0.000    0.000 pathlib.py:175(_select_from)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:379(_pdf_formula)
        8    0.000    0.000    0.000    0.000 core.py:5655(stop_on)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:63(TestLoader)
       30    0.000    0.000    0.000    0.000 version.py:695(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 _plotting.py:16(_BinaryClassifierCurveDisplayMixin)
        1    0.000    0.000    0.000    0.000 _text.py:7(FoldedCase)
        1    0.000    0.000    0.000    0.000 _constraints.py:228(Bounds)
        1    0.000    0.000    0.000    0.000 __init__.py:656(RcParams)
        1    0.000    0.000    0.000    0.000 _multivariate.py:257(multi_rv_generic)
        1    0.000    0.000    0.000    0.000 _triangulation.py:8(Triangulation)
        1    0.000    0.000    0.000    0.000 __init__.py:1878(LoggerAdapter)
        2    0.000    0.000    0.000    0.000 cast.py:425(ensure_dtype_can_hold_na)
        4    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:3134(_constants)
        1    0.000    0.000    0.000    0.000 offsetbox.py:597(DrawingArea)
        1    0.000    0.000    0.000    0.000 rk.py:407(DOP853)
        1    0.000    0.000    0.000    0.000 gridspec.py:521(SubplotSpec)
       12    0.000    0.000    0.000    0.000 period.py:113(_field_accessor)
        1    0.000    0.000    0.000    0.000 strings.py:61(_override___module__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 _exceptions.py:108(_ArrayMemoryError)
       10    0.000    0.000    0.000    0.000 _linalg.py:169(isComplexType)
        2    0.000    0.000    0.000    0.000 axes3d.py:1172(set_proj_type)
        1    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2351(_median_icdf)
        4    0.000    0.000    0.000    0.000 threading.py:1209(native_id)
        1    0.000    0.000    0.000    0.000 numbers.py:292(Rational)
       47    0.000    0.000    0.000    0.000 _mixins.py:107(_box_func)
       24    0.000    0.000    0.000    0.000 config.py:848(inner)
        3    0.000    0.000    0.000    0.000 __init__.py:634(__init__)
       10    0.000    0.000    0.000    0.000 figure.py:2854(_get_dpi)
        4    0.000    0.000    0.000    0.000 core.py:822(is_string_or_list_of_strings)
        1    0.000    0.000    0.000    0.000 base64mime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 frequencies.py:180(_FrequencyInferer)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:325(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 __init__.py:262(_register_at_fork_reinit_lock)
       24    0.000    0.000    0.000    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
       40    0.000    0.000    0.000    0.000 function_base.py:22(_linspace_dispatcher)
        1    0.000    0.000    0.000    0.000 core.py:3403(Regex)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 info.py:553(_TableBuilderAbstract)
       18    0.000    0.000    0.000    0.000 PngImagePlugin.py:163(__init__)
        2    0.000    0.000    0.000    0.000 weakref.py:75(__eq__)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:74(UnivariateSpline)
        1    0.000    0.000    0.000    0.000 _available_if.py:8(_AvailableIfDescriptor)
       79    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
        1    0.000    0.000    0.000    0.000 _netcdf.py:811(netcdf_variable)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2545(FigureManagerBase)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
       10    0.000    0.000    0.000    0.000 concat.py:142(<genexpr>)
        1    0.000    0.000    0.000    0.000 resample.py:1955(_GroupByMixin)
        5    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
       12    0.000    0.000    0.000    0.000 ticker.py:490(set_useOffset)
        4    0.000    0.000    0.000    0.000 axes3d.py:198(set_axis_on)
        1    0.000    0.000    0.000    0.000 dtypes.py:2141(ArrowDtype)
        1    0.000    0.000    0.000    0.000 collections.py:1764(EventCollection)
        1    0.000    0.000    0.000    0.000 transforms.py:1156(LockableBbox)
        1    0.000    0.000    0.000    0.000 _dia.py:20(_dia_base)
        1    0.000    0.000    0.000    0.000 colors.py:1261(MultivarColormap)
        1    0.000    0.000    0.000    0.000 numpy_pickle_compat.py:163(ZipNumpyUnpickler)
        1    0.000    0.000    0.000    0.000 axis.py:482(Ticker)
        1    0.000    0.000    0.000    0.000 gzip.py:139(GzipFile)
        2    0.000    0.000    0.000    0.000 managers.py:2367(_grouping_func)
        4    0.000    0.000    0.000    0.000 __init__.py:1776(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 slsqp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
        2    0.000    0.000    0.000    0.000 {built-in method posix.access}
        1    0.000    0.000    0.000    0.000 _interpolate.py:1882(NdPPoly)
        1    0.000    0.000    0.000    0.000 _tight_layout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 __init__.py:189(Path)
        2    0.000    0.000    0.000    0.000 cast.py:1306(find_common_type)
        1    0.000    0.000    0.000    0.000 _afm.py:358(AFM)
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
       22    0.000    0.000    0.000    0.000 generic.py:318(attrs)
        1    0.000    0.000    0.000    0.000 util.py:17(__config_flags)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:420(_sample_formula)
        1    0.000    0.000    0.000    0.000 registry.py:15(BackendRegistry)
        1    0.000    0.000    0.000    0.000 _csc.py:17(_csc_base)
        1    0.000    0.000    0.000    0.000 __init__.py:96(PandasChangeWarning)
        1    0.000    0.000    0.000    0.000 _aliases.py:25(arange)
        1    0.000    0.000    0.000    0.000 _function_base_impl.py:2513(__call__)
        1    0.000    0.000    0.000    0.000 _extract.py:1(<module>)
       18    0.000    0.000    0.000    0.000 PngImagePlugin.py:194(close)
        1    0.000    0.000    0.000    0.000 ticker.py:397(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 _interpolate.py:842(PPoly)
        1    0.000    0.000    0.000    0.000 pydoc.py:550(__init__)
        1    0.000    0.000    0.000    0.000 message.py:977(MIMEPart)
        1    0.000    0.000    0.000    0.000 config_init.py:622(register_plotting_backend_cb)
        1    0.000    0.000    0.000    0.000 sasreader.py:35(SASReader)
        5    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 _shgo.py:488(SHGO)
       16    0.000    0.000    0.000    0.000 take.py:292(_view_wrapper)
        1    0.000    0.000    0.000    0.000 mask_ops.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:2428(__getattr__)
        2    0.000    0.000    0.000    0.000 backend_bases.py:828(set_antialiased)
       13    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:816(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:115(_ConnectionBase)
        1    0.000    0.000    0.000    0.000 _deprecate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:4247(Spinbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1277(Transform)
        1    0.000    0.000    0.000    0.000 pool.py:745(ApplyResult)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        1    0.000    0.000    0.000    0.000 artist.py:87(_finalize_rasterization)
       25    0.000    0.000    0.000    0.000 _testutils.py:86(__init__)
       36    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        1    0.000    0.000    0.000    0.000 numeric.py:48(NumericDtype)
        1    0.000    0.000    0.000    0.000 _censored_data.py:60(CensoredData)
        2    0.000    0.000    0.000    0.000 __init__.py:2085(wm_deiconify)
        1    0.000    0.000    0.000    0.000 backend_managers.py:32(ToolManager)
        4    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2507(_pmf_dispatch)
        1    0.000    0.000    0.000    0.000 report.py:3(ReportBase)
        2    0.000    0.000    0.000    0.000 managers.py:2501(_preprocess_slice_or_indexer)
        1    0.000    0.000    0.000    0.000 rk.py:74(RungeKutta)
        1    0.000    0.000    0.000    0.000 base.py:156(BaseEstimator)
        1    0.000    0.000    0.000    0.000 _aliases.py:123(ones)
        1    0.000    0.000    0.000    0.000 hashing.py:47(Hasher)
       30    0.000    0.000    0.000    0.000 results.py:306(__contains__)
        8    0.000    0.000    0.000    0.000 config.py:873(inner)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:128(ScalarFunction)
        1    0.000    0.000    0.000    0.000 readers.py:1698(_check_file_or_buffer)
        1    0.000    0.000    0.000    0.000 _bary_rational.py:37(_BarycentricRational)
        2    0.000    0.000    0.000    0.000 _distn_infrastructure.py:848(<genexpr>)
        1    0.000    0.000    0.000    0.000 _parser.py:394(_ymd)
        1    0.000    0.000    0.000    0.000 display.py:17(detect_console_encoding)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1231(_resolve_name)
        1    0.000    0.000    0.000    0.000 generic.py:109(NamedAgg)
        1    0.000    0.000    0.000    0.000 apply.py:81(BaseExecutionEngine)
       21    0.000    0.000    0.000    0.000 accessors.py:161(<lambda>)
        1    0.000    0.000    0.000    0.000 floating.py:173(Float32Dtype)
       10    0.000    0.000    0.000    0.000 _docstring.py:61(__init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6113(laplace_asymmetric_gen)
        4    0.000    0.000    0.000    0.000 core.py:5794(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
        9    0.000    0.000    0.000    0.000 generic.py:642(ndim)
        1    0.000    0.000    0.000    0.000 _expired_attrs_2_0.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:241(parserinfo)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
        1    0.000    0.000    0.000    0.000 abc.py:96(InspectLoader)
        1    0.000    0.000    0.000    0.000 textpath.py:20(TextToPath)
        1    0.000    0.000    0.000    0.000 widgets.py:4109(Lasso)
        1    0.000    0.000    0.000    0.000 widgets.py:1281(TextBox)
       26    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _matfuncs.py:337(_ExpmPadeHelper)
        1    0.000    0.000    0.000    0.000 _classes.py:1544(OneClassSVM)
       16    0.000    0.000    0.000    0.000 _pep440.py:301(<genexpr>)
        8    0.000    0.000    0.000    0.000 artist.py:972(get_agg_filter)
        1    0.000    0.000    0.000    0.000 stata.py:3368(StataWriter117)
        1    0.000    0.000    0.000    0.000 stackplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        2    0.000    0.000    0.000    0.000 resource_tracker.py:60(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1482(Logger)
       14    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        6    0.000    0.000    0.000    0.000 collections.py:1642(set_segments)
        4    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
        1    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
        6    0.000    0.000    0.000    0.000 __init__.py:668(__new__)
       49    0.000    0.000    0.000    0.000 copy.py:102(_copy_immutable)
        4    0.000    0.000    0.000    0.000 figure.py:3000(set_canvas)
        4    0.000    0.000    0.000    0.000 base.py:8038(_unpack_nested_dtype)
        1    0.000    0.000    0.000    0.000 _mannwhitneyu.py:11(_MWU)
        1    0.000    0.000    0.000    0.000 _exceptions.py:52(_UFuncBinaryResolutionError)
        2    0.000    0.000    0.000    0.000 base.py:8034(<genexpr>)
        1    0.000    0.000    0.000    0.000 layout_engine.py:111(PlaceHolderLayoutEngine)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
       11    0.000    0.000    0.000    0.000 managers.py:298(items)
        2    0.000    0.000    0.000    0.000 six.py:119(_resolve)
        1    0.000    0.000    0.000    0.000 __init__.py:2548(Grid)
        1    0.000    0.000    0.000    0.000 _least_angle.py:1831(LassoLarsCV)
       24    0.000    0.000    0.000    0.000 patches.py:2347(<genexpr>)
        1    0.000    0.000    0.000    0.000 base_events.py:276(Server)
        1    0.000    0.000    0.000    0.000 datetimelike_accumulations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 indexing.py:1581(_iLocIndexer)
        1    0.000    0.000    0.000    0.000 difflib.py:1666(HtmlDiff)
        7    0.000    0.000    0.000    0.000 __init__.py:45(__init__)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        9    0.000    0.000    0.000    0.000 __init__.py:1323(append)
        1    0.000    0.000    0.000    0.000 compressor.py:232(BinaryZlibFile)
        1    0.000    0.000    0.000    0.000 _netcdf.py:98(netcdf_file)
        1    0.000    0.000    0.000    0.000 __init__.py:776(MetadataPathFinder)
       24    0.000    0.000    0.000    0.000 axis.py:681(isDefault_majfmt)
        1    0.000    0.000    0.000    0.000 roc_curve.py:21(RocCurveDisplay)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        5    0.000    0.000    0.000    0.000 <frozen os>:824(fsdecode)
        1    0.000    0.000    0.000    0.000 Image.py:3895(register_extensions)
